instance,method,objective,lower_bound,time,nb_nodes,robust_constraint,static_objective,static_constraint,S,path,admissibility,nCallBacks,callBacksTimeSpan
data/processed/1600_USA-road-d.BAY.gr,branch_and_cut,81914.4,69855.9,500.229,3433,595,71101,521,603,[1329;1404;1524;1203;1152;1572;1153;1249;1487;1424;1457;859;1045;1016;577;559;581;861;902;1577;860;760;1093;1578;826;1545;1580],1,99,1.83935
data/processed/1600_USA-road-d.COL.gr,branch_and_cut,42505.7,33679.2,500.465,1891,1033,34075,976,1033,[88;238;249;212;172;182;775;138;184;61;292;774;479;1001;1053],1,66,2.72972
data/processed/1600_USA-road-d.NY.gr,branch_and_cut,66475.5,66475.5,84.2888,1265,413,53912,319,425,[1133;722;478;721;298;1082;1108;1070;694;507;866;697;326;280;1450;360;324;579;1240;1547;1554;1288;1307],1,204,3.45933
data/processed/160_USA-road-d.BAY.gr,branch_and_cut,13395.7,13395.7,12.025,6534,212,10983,192,220,[74;21;38;71;10;124;59;138;159],1,179,0.099837
data/processed/160_USA-road-d.COL.gr,branch_and_cut,24651,24651,1.36354,664,183,18301,141,184,[60;83;71;49;76;138;137;127;126;143;129],1,125,0.049059
data/processed/160_USA-road-d.NY.gr,branch_and_cut,31661.1,31661,77.6367,42452,174,23960,168,175,[120;39;29;4;1;2;27;91;142;154],1,83,0.033603
data/processed/1700_USA-road-d.BAY.gr,branch_and_cut,70557.8,58734.1,500.4,2600,591,59891,498,599,[1456;1545;1259;1459;1093;502;582;901;1214;1639;936;850;963;330;1244;520;1457;1424;1265;1084;1526;1379;1627],1,96,1.81005
data/processed/1700_USA-road-d.COL.gr,branch_and_cut,,,,,,,,,,,,
data/processed/1700_USA-road-d.NY.gr,branch_and_cut,66475.5,66475.5,69.9496,1281,459,53912,331,459,[1133;1203;1543;721;1551;617;1108;1070;442;507;866;697;585;280;240;581;1683;579;1240;1547;1554;1555;1307],1,154,2.61364
data/processed/1800_USA-road-d.BAY.gr,branch_and_cut,,,,,,,,,,,,
data/processed/1800_USA-road-d.COL.gr,branch_and_cut,,,,,,,,,,,,
data/processed/1800_USA-road-d.NY.gr,branch_and_cut,69098.3,64564,500.311,3585,462,56484,360,466,[1133;621;478;517;298;1559;1108;1070;442;1706;1724;1463;856;108;325;360;1421;1176;1240;1547;1554;1555;1756;1785],1,424,7.89927
data/processed/180_USA-road-d.BAY.gr,branch_and_cut,13395.7,13395.7,78.352,14184,241,10983,209,248,[74;41;3;4;90;79;100;164;159],1,939,0.607605
data/processed/180_USA-road-d.COL.gr,branch_and_cut,33704.6,33704.6,37.5476,32294,200,24705,194,217,[83;117;49;97;93;92;56;30;53;26;59;159;161],1,79,0.036722
data/processed/180_USA-road-d.NY.gr,branch_and_cut,30750.7,30750.7,40.7628,27239,202,24148,190,203,[120;39;29;51;157;161;89;26;3;2;27;91;142;154],1,69,0.032863
data/processed/1900_USA-road-d.BAY.gr,branch_and_cut,77036.7,66209.7,500.299,3517,627,66007,562,632,[1580;1641;1793;939;1093;760;1411;901;1692;1639;823;331;888;414;889;859;1457;1898;1363;1249;1526;1785;1727;1889;1834],1,124,2.57447
data/processed/1900_USA-road-d.COL.gr,branch_and_cut,,,,,,,,,,,,
data/processed/1900_USA-road-d.NY.gr,branch_and_cut,69098.3,64516.1,500.444,3100,445,56484,383,461,[1133;1390;478;1267;1411;1082;1772;1070;1044;507;1724;1463;585;280;325;916;640;579;1240;1226;1554;1288;1756;1785],1,422,8.76139
data/processed/2000_USA-road-d.BAY.gr,branch_and_cut,,,,,,,,,,,,
data/processed/2000_USA-road-d.COL.gr,branch_and_cut,,,,,,,,,,,,
data/processed/2000_USA-road-d.NY.gr,branch_and_cut,,,,,,,,,,,,
