instance,method,objective,lower_bound,time,nb_nodes,robust_constraint,static_objective,static_constraint,S,path,admissibility,nCallBacks,callBacksTimeSpan
data/processed/1300_USA-road-d.COL.gr,dualized,42505.7,36412.7,1200.45,3790,873,34075,789,889,[88;473;331;1237;172;1288;861;181;210;171;1232;1178;554;529;1053],1.0,0.0,0.0
data/processed/1300_USA-road-d.NY.gr,dualized,67883.9,67883.9,38.5328,3710,371,55547,291,371,[1144;621;1054;875;477;1254;1117;1070;1093;1068;866;697;856;108;240;581;640;579;1235;1223;959;691;1271;1296],1.0,0.0,0.0
data/processed/1400_USA-road-d.BAY.gr,dualized,79995.3,79995.3,47.8665,8334.0,442.0,69022.0,392.0,442.0,[1177;1161;792;1370;502;860;503;1237;861;581;1148;963;1016;1267;1236;993;1332;1288;1361;1153;1243;1152;1381;1363;1323;1338],,,
data/processed/1400_USA-road-d.COL.gr,dualized,42505.7,37971.9,1206.42,49582,940,34075,863,943,[88;189;213;518;401;1386;406;1059;955;171;1232;528;479;1001;1053],1.0,0.0,0.0
data/processed/1400_USA-road-d.NY.gr,dualized,67883.9,67883.9,38.3103,4079,392,55547,306,401,[1144;722;1390;721;1243;1082;1117;1070;1093;1068;866;697;326;108;582;1220;1153;579;1235;1223;1206;1270;1271;1296],1.0,0.0,0.0
data/processed/140_USA-road-d.BAY.gr,dualized,15643.7,15643.7,1.63475,99.0,189.0,12762.0,145.0,195.0,[63;58;71;75;40;116;105;84;136],,,
data/processed/140_USA-road-d.COL.gr,dualized,24651.0,24651.0,0.925359,366.0,153.0,18301.0,111.0,161.0,[60;83;117;78;97;138;106;127;126;82;129],,,
data/processed/140_USA-road-d.NY.gr,dualized,33079.2,33079.2,0.959326,24.0,152.0,25919.0,150.0,169.0,[134;98;114;97;44;100;87;63;60;54;120;140],,,
data/processed/1500_USA-road-d.BAY.gr,dualized,79379.7,75750.8,1200.26,96310,522,67873,453,527,[1177;1161;1123;1093;994;582;671;1091;1235;850;1286;330;1045;859;1158;1332;1288;1469;1427;1443;1152;1381;1363;1323;1338],1.0,0.0,0.0
data/processed/1500_USA-road-d.COL.gr,dualized,42505.7,36209.5,1200.59,3979,996,34075,922,1006,[88;538;1238;947;1464;151;535;1278;1079;1179;1056;1263;1000;1001;1053],1.0,0.0,0.0
data/processed/1500_USA-road-d.NY.gr,dualized,66475.5,66475.5,113.437,5804.0,346.0,53912.0,305.0,351.0,[1144;1218;1267;517;1165;1082;1117;1070;1093;507;866;1445;856;108;910;360;1207;579;1235;1223;1469;1470;1296],,,
data/processed/1600_USA-road-d.BAY.gr,dualized,81809.7,77994.7,1200.46,45468,603,70303,544,603,[1329;1404;1330;1203;1152;1572;1451;1249;1487;1424;1457;859;732;731;577;559;936;1299;1577;1024;1258;1338;792;826;1545;1580],1.0,0.0,0.0
data/processed/1600_USA-road-d.COL.gr,dualized,42505.7,36541.9,1204.48,2137,1032,34075,976,1033,[88;362;1535;1511;275;274;1200;359;1199;110;292;1178;309;1001;1053],1.0,0.0,0.0
data/processed/1600_USA-road-d.NY.gr,dualized,66475.5,66475.5,72.2521,3892.0,423.0,53912.0,319.0,425.0,[1133;1390;1054;721;1551;1248;1108;1070;442;1068;866;1463;585;447;910;1223;324;1437;1240;1547;1554;1555;1307],,,
data/processed/160_USA-road-d.BAY.gr,dualized,13395.7,13395.7,2.37407,356.0,209.0,10983.0,189.0,220.0,[74;89;38;104;90;124;59;105;159],,,
data/processed/160_USA-road-d.COL.gr,dualized,24651.0,24651.0,1.27134,524.0,178.0,18301.0,136.0,184.0,[60;83;71;49;76;93;58;101;126;143;129],,,
data/processed/160_USA-road-d.NY.gr,dualized,31661.1,31661.1,1.77488,915.0,173.0,23960.0,167.0,175.0,[120;54;29;76;28;2;143;91;142;154],,,
